Fecha,CLOSE
06/02/2020,"9,729.80"
05/02/2020,"9,613.42"
04/02/2020,"9,180.96"
03/02/2020,"9,293.52"
02/02/2020,"9,344.37"
01/02/2020,"9,392.88"
31/01/2020,"9,350.53"
30/01/2020,"9,508.99"
29/01/2020,"9,316.63"
28/01/2020,"9,358.59"
27/01/2020,"8,909.82"
26/01/2020,"8,596.83"
25/01/2020,"8,367.85"
24/01/2020,"8,445.43"
23/01/2020,"8,406.52"
22/01/2020,"8,680.88"
21/01/2020,"8,745.89"
20/01/2020,"8,657.64"
19/01/2020,"8,706.25"
18/01/2020,"8,942.81"
17/01/2020,"8,929.04"
16/01/2020,"8,723.79"
15/01/2020,"8,807.01"
14/01/2020,"8,827.76"
13/01/2020,"8,144.19"
12/01/2020,"8,192.49"
11/01/2020,"8,037.54"
10/01/2020,"8,166.55"
09/01/2020,"7,879.07"
08/01/2020,"8,079.86"
07/01/2020,"8,163.69"
06/01/2020,"7,769.22"
05/01/2020,"7,411.32"
04/01/2020,"7,410.66"
03/01/2020,"7,344.88"
02/01/2020,"6,985.47"
01/01/2020,"7,200.17"
31/12/2019,"7,193.60"
30/12/2019,"7,293.00"
29/12/2019,"7,422.65"
28/12/2019,"7,317.99"
27/12/2019,"7,290.09"
26/12/2019,"7,238.97"
25/12/2019,"7,275.16"
24/12/2019,"7,322.53"
23/12/2019,"7,355.63"
22/12/2019,"7,511.59"
21/12/2019,"7,191.16"
20/12/2019,"7,218.82"
19/12/2019,"7,202.84"
18/12/2019,"7,276.80"
17/12/2019,"6,640.52"
16/12/2019,"6,932.48"
15/12/2019,"7,152.30"
14/12/2019,"7,124.67"
13/12/2019,"7,269.68"
12/12/2019,"7,243.13"
11/12/2019,"7,217.43"
10/12/2019,"7,278.12"
09/12/2019,"7,400.90"
08/12/2019,"7,564.35"
07/12/2019,"7,556.24"
06/12/2019,"7,547.00"
05/12/2019,"7,448.31"
04/12/2019,"7,252.03"
03/12/2019,"7,320.15"
02/12/2019,"7,321.99"
01/12/2019,"7,424.29"
30/11/2019,"7,569.63"
29/11/2019,"7,761.24"
28/11/2019,"7,463.11"
27/11/2019,"7,531.66"
26/11/2019,"7,218.37"
25/11/2019,"7,146.13"
24/11/2019,"7,047.92"
23/11/2019,"7,397.80"
22/11/2019,"7,296.58"
21/11/2019,"7,642.75"
20/11/2019,"8,027.27"
19/11/2019,"8,206.15"
18/11/2019,"8,309.29"
17/11/2019,"8,577.98"
16/11/2019,"8,550.76"
15/11/2019,"8,491.99"
14/11/2019,"8,708.10"
13/11/2019,"8,808.26"
12/11/2019,"8,815.66"
11/11/2019,"8,757.79"
10/11/2019,"9,055.53"
09/11/2019,"8,813.58"
08/11/2019,"8,804.88"
07/11/2019,"9,267.56"
06/11/2019,"9,360.88"
05/11/2019,"9,342.53"
04/11/2019,"9,412.61"
03/11/2019,"9,235.35"
02/11/2019,"9,324.72"
01/11/2019,"9,261.10"
31/10/2019,"9,199.58"
30/10/2019,"9,205.73"
29/10/2019,"9,427.69"
28/10/2019,"9,256.15"
27/10/2019,"9,551.71"
26/10/2019,"9,244.97"
25/10/2019,"8,660.70"
24/10/2019,"7,493.49"
23/10/2019,"7,514.67"
22/10/2019,"8,078.20"
21/10/2019,"8,243.72"
20/10/2019,"8,222.08"
19/10/2019,"7,988.56"
18/10/2019,"7,973.21"
17/10/2019,"8,103.91"
16/10/2019,"8,047.53"
15/10/2019,"8,205.37"
14/10/2019,"8,374.69"
13/10/2019,"8,321.01"
12/10/2019,"8,336.56"
11/10/2019,"8,321.76"
10/10/2019,"8,586.47"
09/10/2019,"8,595.74"
08/10/2019,"8,228.78"
07/10/2019,"8,245.62"
06/10/2019,"7,988.16"
05/10/2019,"8,151.50"
04/10/2019,"8,205.94"
03/10/2019,"8,259.99"
02/10/2019,"8,393.04"
01/10/2019,"8,343.28"
30/09/2019,"8,293.87"
29/09/2019,"8,104.19"
28/09/2019,"8,245.92"
27/09/2019,"8,251.85"
26/09/2019,"8,118.97"
25/09/2019,"8,486.99"
24/09/2019,"8,620.57"
23/09/2019,"9,729.32"
22/09/2019,"10,070.39"
21/09/2019,"10,019.72"
20/09/2019,"10,181.64"
19/09/2019,"10,266.41"
18/09/2019,"10,198.25"
17/09/2019,"10,241.27"
16/09/2019,"10,276.79"
15/09/2019,"10,347.71"
14/09/2019,"10,358.05"
13/09/2019,"10,360.55"
12/09/2019,"10,410.13"
11/09/2019,"10,178.37"
10/09/2019,"10,115.98"
09/09/2019,"10,334.97"
08/09/2019,"10,441.28"
07/09/2019,"10,517.25"
06/09/2019,"10,353.30"
05/09/2019,"10,575.53"
04/09/2019,"10,594.49"
03/09/2019,"10,623.54"
02/09/2019,"10,346.76"
01/09/2019,"9,757.97"
31/08/2019,"9,630.66"
30/08/2019,"9,598.17"
29/08/2019,"9,510.20"
28/08/2019,"9,754.42"
27/08/2019,"10,185.50"
26/08/2019,"10,370.82"
25/08/2019,"10,138.52"
24/08/2019,"10,159.96"
23/08/2019,"10,407.97"
22/08/2019,"10,131.06"
21/08/2019,"10,138.05"
20/08/2019,"10,763.23"
19/08/2019,"10,916.05"
18/08/2019,"10,345.81"
17/08/2019,"10,231.74"
16/08/2019,"10,374.34"
15/08/2019,"10,311.55"
14/08/2019,"10,051.70"
13/08/2019,"10,895.83"
12/08/2019,"11,382.62"
11/08/2019,"11,523.58"
10/08/2019,"11,354.02"
09/08/2019,"11,862.94"
08/08/2019,"11,966.41"
07/08/2019,"11,941.97"
06/08/2019,"11,478.17"
05/08/2019,"11,805.65"
04/08/2019,"10,970.18"
03/08/2019,"10,821.73"
02/08/2019,"10,518.17"
01/08/2019,"10,399.67"
31/07/2019,"10,085.63"
30/07/2019,"9,607.42"
29/07/2019,"9,519.15"
28/07/2019,"9,552.86"
27/07/2019,"9,477.68"
26/07/2019,"9,870.30"
25/07/2019,"9,911.84"
24/07/2019,"9,811.93"
23/07/2019,"9,900.77"
22/07/2019,"10,343.11"
21/07/2019,"10,599.11"
20/07/2019,"10,767.14"
19/07/2019,"10,530.73"
18/07/2019,"10,666.48"
17/07/2019,"9,693.80"
16/07/2019,"9,477.64"
15/07/2019,"10,895.09"
14/07/2019,"10,256.06"
13/07/2019,"11,392.38"
12/07/2019,"11,815.99"
11/07/2019,"11,358.66"
10/07/2019,"12,156.51"
09/07/2019,"12,573.81"
08/07/2019,"12,285.96"
07/07/2019,"11,450.85"
06/07/2019,"11,208.55"
05/07/2019,"10,978.46"
04/07/2019,"11,215.44"
03/07/2019,"11,961.27"
02/07/2019,"10,801.68"
01/07/2019,"10,583.13"
30/06/2019,"10,817.16"
29/06/2019,"11,959.37"
28/06/2019,"12,407.33"
27/06/2019,"11,182.81"
26/06/2019,"13,016.23"
25/06/2019,"11,790.92"
24/06/2019,"11,011.10"
23/06/2019,"10,855.37"
22/06/2019,"10,701.69"
21/06/2019,"10,144.56"
20/06/2019,"9,527.16"
19/06/2019,"9,273.52"
18/06/2019,"9,081.76"
17/06/2019,"9,320.35"
16/06/2019,"8,994.49"
15/06/2019,"8,838.38"
14/06/2019,"8,693.83"
13/06/2019,"8,230.92"
12/06/2019,"8,145.86"
11/06/2019,"7,927.71"
10/06/2019,"8,000.33"
09/06/2019,"7,688.08"
08/06/2019,"7,954.13"
07/06/2019,"8,043.95"
06/06/2019,"7,822.02"
05/06/2019,"7,824.23"
04/06/2019,"7,707.77"
03/06/2019,"8,208.99"
02/06/2019,"8,742.96"
01/06/2019,"8,564.02"
31/05/2019,"8,574.50"
30/05/2019,"8,319.47"
29/05/2019,"8,659.49"
28/05/2019,"8,719.96"
27/05/2019,"8,805.78"
26/05/2019,"8,673.22"
25/05/2019,"8,052.54"
24/05/2019,"7,987.37"
23/05/2019,"7,881.85"
22/05/2019,"7,680.07"
21/05/2019,"7,963.33"
20/05/2019,"7,978.31"
19/05/2019,"8,197.69"
18/05/2019,"7,271.21"
17/05/2019,"7,343.90"
16/05/2019,"7,884.91"
15/05/2019,"8,205.17"
14/05/2019,"7,994.42"
13/05/2019,"7,814.92"
12/05/2019,"6,972.37"
11/05/2019,"7,204.77"
10/05/2019,"6,378.85"
09/05/2019,"6,174.53"
08/05/2019,"5,982.46"
07/05/2019,"5,829.50"
06/05/2019,"5,746.81"
05/05/2019,"5,795.71"
04/05/2019,"5,831.17"
03/05/2019,"5,768.29"
02/05/2019,"5,505.28"
01/05/2019,"5,402.70"
30/04/2019,"5,350.73"
29/04/2019,"5,247.35"
28/04/2019,"5,285.14"
27/04/2019,"5,268.29"
26/04/2019,"5,279.35"
25/04/2019,"5,210.52"
24/04/2019,"5,464.87"
23/04/2019,"5,572.36"
22/04/2019,"5,399.37"
21/04/2019,"5,314.53"
20/04/2019,"5,337.89"
19/04/2019,"5,303.81"
18/04/2019,"5,298.39"
17/04/2019,"5,251.94"
16/04/2019,"5,235.56"
15/04/2019,"5,067.11"
14/04/2019,"5,167.72"
13/04/2019,"5,096.59"
12/04/2019,"5,089.54"
11/04/2019,"5,064.49"
10/04/2019,"5,324.55"
09/04/2019,"5,204.96"
08/04/2019,"5,289.77"
07/04/2019,"5,198.90"
06/04/2019,"5,059.82"
05/04/2019,"5,036.68"
04/04/2019,"4,922.80"
03/04/2019,"4,973.02"
02/04/2019,"4,879.88"
01/04/2019,"4,158.18"
31/03/2019,"4,105.40"
30/03/2019,"4,106.66"
29/03/2019,"4,098.37"
28/03/2019,"4,069.11"
27/03/2019,"4,087.07"
26/03/2019,"3,985.08"
25/03/2019,"3,963.07"
24/03/2019,"4,022.17"
23/03/2019,"4,035.83"
22/03/2019,"4,023.97"
21/03/2019,"4,029.33"
20/03/2019,"4,087.48"
19/03/2019,"4,071.19"
18/03/2019,"4,032.51"
17/03/2019,"4,025.23"
16/03/2019,"4,048.73"
15/03/2019,"3,960.91"
14/03/2019,"3,924.37"
13/03/2019,"3,906.72"
12/03/2019,"3,909.16"
11/03/2019,"3,905.23"
10/03/2019,"3,951.60"
09/03/2019,"3,963.31"
08/03/2019,"3,901.13"
07/03/2019,"3,911.48"
06/03/2019,"3,903.94"
05/03/2019,"3,896.38"
04/03/2019,"3,761.56"
03/03/2019,"3,847.18"
02/03/2019,"3,864.42"
01/03/2019,"3,859.58"
28/02/2019,"3,854.79"
27/02/2019,"3,851.05"
26/02/2019,"3,854.36"
25/02/2019,"3,882.70"
24/02/2019,"3,810.43"
23/02/2019,"4,142.53"
22/02/2019,"4,005.53"
21/02/2019,"3,954.12"
20/02/2019,"3,999.82"
19/02/2019,"3,947.09"
18/02/2019,"3,915.71"
17/02/2019,"3,673.84"
16/02/2019,"3,629.79"
15/02/2019,"3,620.81"
14/02/2019,"3,616.88"
13/02/2019,"3,632.07"
12/02/2019,"3,653.53"
11/02/2019,"3,648.43"
10/02/2019,"3,690.19"
09/02/2019,"3,671.20"
08/02/2019,"3,666.78"
07/02/2019,"3,399.47"
06/02/2019,"3,413.77"
05/02/2019,"3,466.36"
04/02/2019,"3,459.15"
03/02/2019,"3,464.01"
02/02/2019,"3,521.06"
01/02/2019,"3,487.95"
31/01/2019,"3,457.79"
30/01/2019,"3,486.18"
29/01/2019,"3,448.12"
28/01/2019,"3,470.45"
27/01/2019,"3,583.97"
26/01/2019,"3,602.46"
25/01/2019,"3,599.77"
24/01/2019,"3,600.87"
23/01/2019,"3,585.12"
22/01/2019,"3,604.58"
21/01/2019,"3,576.03"
20/01/2019,"3,601.01"
19/01/2019,"3,728.57"
18/01/2019,"3,657.84"
17/01/2019,"3,678.56"
16/01/2019,"3,655.01"
15/01/2019,"3,630.68"
14/01/2019,"3,706.05"
13/01/2019,"3,552.95"
12/01/2019,"3,661.30"
11/01/2019,"3,687.37"
10/01/2019,"3,678.92"
09/01/2019,"4,035.30"
08/01/2019,"4,030.85"
07/01/2019,"4,025.25"
06/01/2019,"4,076.63"
05/01/2019,"3,845.19"
04/01/2019,"3,857.72"
03/01/2019,"3,836.74"
02/01/2019,"3,943.41"
01/01/2019,"3,843.52"
31/12/2018,"3,742.70"
30/12/2018,"3,865.95"
29/12/2018,"3,820.41"
28/12/2018,"3,923.92"
27/12/2018,"3,654.83"
26/12/2018,"3,857.30"
25/12/2018,"3,815.49"
24/12/2018,"4,078.60"
23/12/2018,"3,998.98"
22/12/2018,"4,014.18"
21/12/2018,"3,896.54"
20/12/2018,"4,134.44"
19/12/2018,"3,745.95"
18/12/2018,"3,696.06"
17/12/2018,"3,545.86"
16/12/2018,"3,252.84"
15/12/2018,"3,236.76"
14/12/2018,"3,242.48"
13/12/2018,"3,313.68"
12/12/2018,"3,486.95"
11/12/2018,"3,424.59"
10/12/2018,"3,502.66"
09/12/2018,"3,614.23"
08/12/2018,"3,476.11"
07/12/2018,"3,419.94"
06/12/2018,"3,521.10"
05/12/2018,"3,753.99"
04/12/2018,"3,956.89"
03/12/2018,"3,894.13"
02/12/2018,"4,139.88"
01/12/2018,"4,214.67"
30/11/2018,"4,017.27"
29/11/2018,"4,278.85"
28/11/2018,"4,257.42"
27/11/2018,"3,820.72"
26/11/2018,"3,779.13"
25/11/2018,"4,009.97"
24/11/2018,"3,880.76"
23/11/2018,"4,347.11"
22/11/2018,"4,365.94"
21/11/2018,"4,602.17"
20/11/2018,"4,451.87"
19/11/2018,"4,871.49"
18/11/2018,"5,623.54"
17/11/2018,"5,554.33"
16/11/2018,"5,575.55"
15/11/2018,"5,648.03"
14/11/2018,"5,738.35"
13/11/2018,"6,359.49"
12/11/2018,"6,371.27"
11/11/2018,"6,411.27"
10/11/2018,"6,409.22"
09/11/2018,"6,385.62"
08/11/2018,"6,453.72"
07/11/2018,"6,530.14"
06/11/2018,"6,461.01"
05/11/2018,"6,419.66"
04/11/2018,"6,376.13"
03/11/2018,"6,361.26"
02/11/2018,"6,388.44"
01/11/2018,"6,377.78"
31/10/2018,"6,317.61"
30/10/2018,"6,334.27"
29/10/2018,"6,332.63"
28/10/2018,"6,486.39"
27/10/2018,"6,480.38"
26/10/2018,"6,474.75"
25/10/2018,"6,476.29"
24/10/2018,"6,495.84"
23/10/2018,"6,475.74"
22/10/2018,"6,487.16"
21/10/2018,"6,482.35"
20/10/2018,"6,489.19"
19/10/2018,"6,465.41"
18/10/2018,"6,476.71"
17/10/2018,"6,544.43"
16/10/2018,"6,596.11"
15/10/2018,"6,596.54"
14/10/2018,"6,290.93"
13/10/2018,"6,285.99"
12/10/2018,"6,274.58"
11/10/2018,"6,256.24"
10/10/2018,"6,585.53"
09/10/2018,"6,642.64"
08/10/2018,"6,652.23"
07/10/2018,"6,602.95"
06/10/2018,"6,588.31"
05/10/2018,"6,622.48"
04/10/2018,"6,576.69"
03/10/2018,"6,502.59"
02/10/2018,"6,556.10"
01/10/2018,"6,589.62"
30/09/2018,"6,625.56"
29/09/2018,"6,601.96"
28/09/2018,"6,644.13"
27/09/2018,"6,676.75"
26/09/2018,"6,495.00"
25/09/2018,"6,446.47"
24/09/2018,"6,595.41"
23/09/2018,"6,710.63"
22/09/2018,"6,721.98"
21/09/2018,"6,734.95"
20/09/2018,"6,519.67"
19/09/2018,"6,398.54"
18/09/2018,"6,371.30"
17/09/2018,"6,281.20"
16/09/2018,"6,517.18"
15/09/2018,"6,543.20"
14/09/2018,"6,512.71"
13/09/2018,"6,517.31"
12/09/2018,"6,351.80"
11/09/2018,"6,321.20"
10/09/2018,"6,329.70"
09/09/2018,"6,300.86"
08/09/2018,"6,225.98"
07/09/2018,"6,467.07"
06/09/2018,"6,529.17"
05/09/2018,"6,792.83"
04/09/2018,"7,361.66"
03/09/2018,"7,260.06"
02/09/2018,"7,272.72"
01/09/2018,"7,193.25"
31/08/2018,"7,037.58"
30/08/2018,"6,978.23"
29/08/2018,"7,047.16"
28/08/2018,"7,096.28"
27/08/2018,"6,884.64"
26/08/2018,"6,707.26"
25/08/2018,"6,763.19"
24/08/2018,"6,719.96"
23/08/2018,"6,534.88"
22/08/2018,"6,376.71"
21/08/2018,"6,488.76"
20/08/2018,"6,308.53"
19/08/2018,"6,506.07"
18/08/2018,"6,423.76"
17/08/2018,"6,580.63"
16/08/2018,"6,334.73"
15/08/2018,"6,308.52"
14/08/2018,"6,199.71"
13/08/2018,"6,297.57"
12/08/2018,"6,322.69"
11/08/2018,"6,295.73"
10/08/2018,"6,184.71"
09/08/2018,"6,568.23"
08/08/2018,"6,305.80"
07/08/2018,"6,753.12"
06/08/2018,"6,951.80"
05/08/2018,"7,068.48"
04/08/2018,"7,032.85"
03/08/2018,"7,434.39"
02/08/2018,"7,567.15"
01/08/2018,"7,624.91"
31/07/2018,"7,780.44"
30/07/2018,"8,180.48"
29/07/2018,"8,218.46"
28/07/2018,"8,192.15"
27/07/2018,"8,165.01"
26/07/2018,"7,951.58"
25/07/2018,"8,181.39"
24/07/2018,"8,424.27"
23/07/2018,"7,711.11"
22/07/2018,"7,418.49"
21/07/2018,"7,419.29"
20/07/2018,"7,354.13"
19/07/2018,"7,466.86"
18/07/2018,"7,370.78"
17/07/2018,"7,321.04"
16/07/2018,"6,741.75"
15/07/2018,"6,359.64"
14/07/2018,"6,276.12"
13/07/2018,"6,238.05"
12/07/2018,"6,228.81"
11/07/2018,"6,394.71"
10/07/2018,"6,329.95"
09/07/2018,"6,741.75"
08/07/2018,"6,773.88"
07/07/2018,"6,856.93"
06/07/2018,"6,673.50"
05/07/2018,"6,639.14"
04/07/2018,"6,597.55"
03/07/2018,"6,529.59"
02/07/2018,"6,614.18"
01/07/2018,"6,385.82"
30/06/2018,"6,404.00"
29/06/2018,"6,218.30"
28/06/2018,"5,903.44"
27/06/2018,"6,157.13"
26/06/2018,"6,093.67"
25/06/2018,"6,249.18"
24/06/2018,"6,173.23"
23/06/2018,"6,162.48"
22/06/2018,"6,083.69"
21/06/2018,"6,729.74"
20/06/2018,"6,776.55"
19/06/2018,"6,769.94"
18/06/2018,"6,734.82"
17/06/2018,"6,499.27"
16/06/2018,"6,550.16"
15/06/2018,"6,456.58"
14/06/2018,"6,675.35"
13/06/2018,"6,349.90"
12/06/2018,"6,582.36"
11/06/2018,"6,906.92"
10/06/2018,"6,786.02"
09/06/2018,"7,531.98"
08/06/2018,"7,624.92"
07/06/2018,"7,678.24"
06/06/2018,"7,653.98"
05/06/2018,"7,633.76"
04/06/2018,"7,514.47"
03/06/2018,"7,720.25"
02/06/2018,"7,643.45"
01/06/2018,"7,541.45"
31/05/2018,"7,494.17"
30/05/2018,"7,406.52"
29/05/2018,"7,472.59"
28/05/2018,"7,135.99"
27/05/2018,"7,368.22"
26/05/2018,"7,355.88"
25/05/2018,"7,480.14"
24/05/2018,"7,587.34"
23/05/2018,"7,557.82"
22/05/2018,"8,041.78"
21/05/2018,"8,418.99"
20/05/2018,"8,513.25"
19/05/2018,"8,247.18"
18/05/2018,"8,250.97"
17/05/2018,"8,094.32"
16/05/2018,"8,368.83"
15/05/2018,"8,510.38"
14/05/2018,"8,716.79"
13/05/2018,"8,723.94"
12/05/2018,"8,504.89"
11/05/2018,"8,441.49"
10/05/2018,"9,043.94"
09/05/2018,"9,325.18"
08/05/2018,"9,234.82"
07/05/2018,"9,373.01"
06/05/2018,"9,654.80"
05/05/2018,"9,858.15"
04/05/2018,"9,700.76"
03/05/2018,"9,743.86"
02/05/2018,"9,235.92"
01/05/2018,"9,119.01"
